state,district,year,season,crop,area_hectares,production_tonnes,yield_tonnes_per_hectare,source_type
Tamil Nadu,Tirunelveli,2019,Summer,Watermelon,984.96,16817.17,17.074,synthetic_prototype
Tamil Nadu,Tirunelveli,2019,Summer,Millet,574.23,1004.29,1.749,synthetic_prototype
Tamil Nadu,Tirunelveli,2019,Summer,Rice,6180.99,23352.01,3.778,synthetic_prototype
Tamil Nadu,Tirupathur,2019,Kharif,Groundnut,7318.29,12380.56,1.692,synthetic_prototype
Tamil Nadu,Tirupathur,2019,Kharif,Cotton,5241.07,10977.43,2.095,synthetic_prototype
Tamil Nadu,Tirupathur,2019,Kharif,Millet,2450.88,5570.66,2.273,synthetic_prototype
Tamil Nadu,Tirupathur,2019,Kharif,Maize,4542.8,18912.84,4.163,synthetic_prototype
Tamil Nadu,Tirupathur,2019,Rabi,Mustard,909.65,928.38,1.021,synthetic_prototype
Tamil Nadu,Tirupathur,2019,Rabi,Pulses,4663.2,4074.05,0.874,synthetic_prototype
Tamil Nadu,Tirupathur,2019,Rabi,Wheat,1123.13,3557.51,3.167,synthetic_prototype
Tamil Nadu,Tirupathur,2019,Rabi,Groundnut,4378.82,9473.79,2.164,synthetic_prototype
Tamil Nadu,Tirupathur,2019,Summer,Rice,3969.6,13900.0,3.502,synthetic_prototype
Tamil Nadu,Tirupathur,2019,Summer,Maize,2950.66,10059.48,3.409,synthetic_prototype
Tamil Nadu,Tirupathur,2019,Summer,Groundnut,2504.25,4659.21,1.861,synthetic_prototype
Tamil Nadu,Tiruppur,2019,Kharif,Groundnut,6231.51,11022.33,1.769,synthetic_prototype
Tamil Nadu,Tiruppur,2019,Kharif,Cotton,1688.8,2539.52,1.504,synthetic_prototype
Tamil Nadu,Tiruppur,2019,Kharif,Soybean,2479.03,5329.08,2.15,synthetic_prototype
Tamil Nadu,Tiruppur,2019,Kharif,Rice,5576.61,20689.86,3.71,synthetic_prototype
Tamil Nadu,Tiruppur,2019,Rabi,Groundnut,4940.31,9480.43,1.919,synthetic_prototype
Tamil Nadu,Tiruppur,2019,Rabi,Maize,5904.51,28537.0,4.833,synthetic_prototype
Tamil Nadu,Tiruppur,2019,Rabi,Wheat,1854.17,4176.43,2.252,synthetic_prototype
Tamil Nadu,Tiruppur,2019,Rabi,Pulses,1743.78,1886.48,1.082,synthetic_prototype
Tamil Nadu,Tiruppur,2019,Summer,Maize,4921.37,23749.17,4.826,synthetic_prototype
Tamil Nadu,Tiruppur,2019,Summer,Watermelon,1596.18,29045.6,18.197,synthetic_prototype
Tamil Nadu,Tiruppur,2019,Summer,Groundnut,2531.77,3979.01,1.572,synthetic_prototype
Tamil Nadu,Tiruvallur,2019,Kharif,Groundnut,6697.28,11983.76,1.789,synthetic_prototype
Tamil Nadu,Tiruvallur,2019,Kharif,Millet,6027.9,16624.79,2.758,synthetic_prototype
Tamil Nadu,Tiruvallur,2019,Kharif,Rice,4321.01,15916.08,3.683,synthetic_prototype
Tamil Nadu,Tiruvallur,2019,Kharif,Soybean,1700.56,3491.95,2.053,synthetic_prototype
Tamil Nadu,Tiruvallur,2019,Rabi,Mustard,2144.32,2896.69,1.351,synthetic_prototype
Tamil Nadu,Tiruvallur,2019,Rabi,Maize,4687.88,20486.46,4.37,synthetic_prototype
Tamil Nadu,Tiruvallur,2019,Rabi,Groundnut,6105.08,11551.82,1.892,synthetic_prototype
Tamil Nadu,Tiruvallur,2019,Rabi,Pulses,3251.52,2800.54,0.861,synthetic_prototype
Tamil Nadu,Tiruvallur,2019,Summer,Watermelon,739.13,14587.44,19.736,synthetic_prototype
Tamil Nadu,Tiruvallur,2019,Summer,Groundnut,760.23,1558.23,2.05,synthetic_prototype
Tamil Nadu,Tiruvallur,2019,Summer,Millet,2624.28,5400.55,2.058,synthetic_prototype
Tamil Nadu,Tiruvannamalai,2019,Kharif,Rice,7740.02,26291.59,3.397,synthetic_prototype
Tamil Nadu,Tiruvannamalai,2019,Kharif,Cotton,863.44,1620.55,1.877,synthetic_prototype
Tamil Nadu,Tiruvannamalai,2019,Kharif,Millet,1627.94,4009.14,2.463,synthetic_prototype
Tamil Nadu,Tiruvannamalai,2019,Kharif,Soybean,1117.43,2463.32,2.204,synthetic_prototype
Tamil Nadu,Tiruvannamalai,2019,Rabi,Groundnut,1175.27,2488.18,2.117,synthetic_prototype
Tamil Nadu,Tiruvannamalai,2019,Rabi,Wheat,541.04,1283.61,2.373,synthetic_prototype
Tamil Nadu,Tiruvannamalai,2019,Rabi,Pulses,1504.04,1583.4,1.053,synthetic_prototype
Tamil Nadu,Tiruvannamalai,2019,Rabi,Maize,6599.87,31682.64,4.8,synthetic_prototype
Tamil Nadu,Tiruvannamalai,2019,Summer,Millet,1232.56,2325.79,1.887,synthetic_prototype
Tamil Nadu,Tiruvannamalai,2019,Summer,Rice,3948.15,17843.14,4.519,synthetic_prototype
Tamil Nadu,Tiruvannamalai,2019,Summer,Groundnut,1923.56,3307.41,1.719,synthetic_prototype
Tamil Nadu,Tiruvarur,2019,Kharif,Millet,1931.77,4824.93,2.498,synthetic_prototype
Tamil Nadu,Tiruvarur,2019,Kharif,Maize,3781.13,21593.73,5.711,synthetic_prototype
Tamil Nadu,Tiruvarur,2019,Kharif,Rice,14257.56,58408.82,4.097,synthetic_prototype
Tamil Nadu,Tiruvarur,2019,Kharif,Soybean,1758.38,3594.92,2.044,synthetic_prototype
Tamil Nadu,Tiruvarur,2019,Rabi,Pulses,3258.84,3700.81,1.136,synthetic_prototype
Tamil Nadu,Tiruvarur,2019,Rabi,Mustard,1715.83,1826.16,1.064,synthetic_prototype
Tamil Nadu,Tiruvarur,2019,Rabi,Wheat,1781.18,5327.97,2.991,synthetic_prototype
Tamil Nadu,Tiruvarur,2019,Rabi,Maize,5536.05,26361.06,4.762,synthetic_prototype
Tamil Nadu,Tiruvarur,2019,Summer,Watermelon,1319.51,21874.65,16.578,synthetic_prototype
Tamil Nadu,Tiruvarur,2019,Summer,Millet,981.92,2227.68,2.269,synthetic_prototype
Tamil Nadu,Tiruvarur,2019,Summer,Groundnut,1623.95,3203.6,1.973,synthetic_prototype
Tamil Nadu,Vellore,2019,Kharif,Rice,9271.87,42124.01,4.543,synthetic_prototype
Tamil Nadu,Vellore,2019,Kharif,Soybean,2306.64,3684.93,1.598,synthetic_prototype
Tamil Nadu,Vellore,2019,Kharif,Groundnut,1485.71,3336.58,2.246,synthetic_prototype
Tamil Nadu,Vellore,2019,Kharif,Cotton,3524.93,6834.22,1.939,synthetic_prototype
Tamil Nadu,Vellore,2019,Rabi,Mustard,1563.06,2157.36,1.38,synthetic_prototype
Tamil Nadu,Vellore,2019,Rabi,Pulses,1729.58,1662.01,0.961,synthetic_prototype
Tamil Nadu,Vellore,2019,Rabi,Groundnut,4505.42,9835.53,2.183,synthetic_prototype
Tamil Nadu,Vellore,2019,Rabi,Wheat,1542.2,3405.82,2.208,synthetic_prototype
Tamil Nadu,Vellore,2019,Summer,Watermelon,930.62,18312.74,19.678,synthetic_prototype
Tamil Nadu,Vellore,2019,Summer,Millet,1042.83,2046.65,1.963,synthetic_prototype
Tamil Nadu,Vellore,2019,Summer,Groundnut,3605.78,7791.72,2.161,synthetic_prototype
Tamil Nadu,Viluppuram,2019,Kharif,Millet,2734.35,6022.06,2.202,synthetic_prototype
Tamil Nadu,Viluppuram,2019,Kharif,Cotton,1139.52,1821.56,1.599,synthetic_prototype
Tamil Nadu,Viluppuram,2019,Kharif,Rice,11539.61,39836.07,3.452,synthetic_prototype
Tamil Nadu,Viluppuram,2019,Kharif,Soybean,2990.15,4849.29,1.622,synthetic_prototype
Tamil Nadu,Viluppuram,2019,Rabi,Rice,4540.11,17111.28,3.769,synthetic_prototype
Tamil Nadu,Viluppuram,2019,Rabi,Maize,2561.4,10645.68,4.156,synthetic_prototype
Tamil Nadu,Viluppuram,2019,Rabi,Wheat,1453.33,4147.88,2.854,synthetic_prototype
Tamil Nadu,Viluppuram,2019,Rabi,Pulses,2745.5,3097.64,1.128,synthetic_prototype
Tamil Nadu,Viluppuram,2019,Summer,Maize,2155.62,7826.81,3.631,synthetic_prototype
Tamil Nadu,Viluppuram,2019,Summer,Watermelon,1256.8,19734.57,15.702,synthetic_prototype
Tamil Nadu,Viluppuram,2019,Summer,Rice,4797.59,17084.17,3.561,synthetic_prototype
Tamil Nadu,Virudhunagar,2019,Kharif,Rice,9391.03,43660.49,4.649,synthetic_prototype
Tamil Nadu,Virudhunagar,2019,Kharif,Cotton,3612.81,5814.25,1.609,synthetic_prototype
Tamil Nadu,Virudhunagar,2019,Kharif,Millet,4367.49,8406.81,1.925,synthetic_prototype
Tamil Nadu,Virudhunagar,2019,Kharif,Groundnut,3148.34,6825.66,2.168,synthetic_prototype
Tamil Nadu,Virudhunagar,2019,Rabi,Wheat,1068.8,2402.41,2.248,synthetic_prototype
Tamil Nadu,Virudhunagar,2019,Rabi,Mustard,1580.67,1655.6,1.047,synthetic_prototype
Tamil Nadu,Virudhunagar,2019,Rabi,Pulses,2076.89,1959.81,0.944,synthetic_prototype
Tamil Nadu,Virudhunagar,2019,Rabi,Maize,4578.01,22005.7,4.807,synthetic_prototype
Tamil Nadu,Virudhunagar,2019,Summer,Watermelon,1090.27,19472.36,17.86,synthetic_prototype
Tamil Nadu,Virudhunagar,2019,Summer,Millet,1017.84,1794.88,1.763,synthetic_prototype
Tamil Nadu,Virudhunagar,2019,Summer,Maize,2651.71,9392.56,3.542,synthetic_prototype
Tamil Nadu,Ariyalur,2020,Kharif,Millet,4176.75,11970.93,2.866,synthetic_prototype
Tamil Nadu,Ariyalur,2020,Kharif,Soybean,1300.3,2166.4,1.666,synthetic_prototype
Tamil Nadu,Ariyalur,2020,Kharif,Groundnut,4222.18,9190.84,2.177,synthetic_prototype
Tamil Nadu,Ariyalur,2020,Kharif,Maize,3649.94,14163.89,3.881,synthetic_prototype
Tamil Nadu,Ariyalur,2020,Rabi,Wheat,1136.02,3340.56,2.941,synthetic_prototype
Tamil Nadu,Ariyalur,2020,Rabi,Maize,5942.97,26460.58,4.452,synthetic_prototype
Tamil Nadu,Ariyalur,2020,Rabi,Pulses,3462.55,3010.9,0.87,synthetic_prototype
Tamil Nadu,Ariyalur,2020,Rabi,Groundnut,4810.86,10582.22,2.2,synthetic_prototype
Tamil Nadu,Ariyalur,2020,Summer,Watermelon,440.57,6256.19,14.2,synthetic_prototype
Tamil Nadu,Ariyalur,2020,Summer,Rice,4945.94,16558.02,3.348,synthetic_prototype
Tamil Nadu,Ariyalur,2020,Summer,Maize,1695.19,7540.65,4.448,synthetic_prototype
Tamil Nadu,Chengalpattu,2020,Kharif,Cotton,1244.9,2240.52,1.8,synthetic_prototype
Tamil Nadu,Chengalpattu,2020,Kharif,Millet,4337.6,10362.65,2.389,synthetic_prototype
Tamil Nadu,Chengalpattu,2020,Kharif,Maize,4818.18,20128.19,4.178,synthetic_prototype
Tamil Nadu,Chengalpattu,2020,Kharif,Groundnut,1829.84,4417.87,2.414,synthetic_prototype
Tamil Nadu,Chengalpattu,2020,Rabi,Pulses,3810.07,3525.09,0.925,synthetic_prototype
Tamil Nadu,Chengalpattu,2020,Rabi,Mustard,977.33,993.95,1.017,synthetic_prototype
Tamil Nadu,Chengalpattu,2020,Rabi,Maize,5474.12,29499.13,5.389,synthetic_prototype
Tamil Nadu,Chengalpattu,2020,Rabi,Groundnut,1670.66,2722.34,1.629,synthetic_prototype
Tamil Nadu,Chengalpattu,2020,Summer,Maize,1395.07,6401.51,4.589,synthetic_prototype
Tamil Nadu,Chengalpattu,2020,Summer,Groundnut,2459.7,4643.31,1.888,synthetic_prototype
Tamil Nadu,Chengalpattu,2020,Summer,Rice,4339.37,17869.37,4.118,synthetic_prototype
Tamil Nadu,Chennai,2020,Kharif,Soybean,1928.93,3929.32,2.037,synthetic_prototype
Tamil Nadu,Chennai,2020,Kharif,Cotton,1764.19,3738.04,2.119,synthetic_prototype
Tamil Nadu,Chennai,2020,Kharif,Maize,4085.44,23113.26,5.657,synthetic_prototype
Tamil Nadu,Chennai,2020,Kharif,Rice,7767.0,31394.63,4.042,synthetic_prototype
Tamil Nadu,Chennai,2020,Rabi,Maize,2695.93,12248.56,4.543,synthetic_prototype
Tamil Nadu,Chennai,2020,Rabi,Pulses,2579.95,3082.79,1.195,synthetic_prototype
Tamil Nadu,Chennai,2020,Rabi,Mustard,556.2,717.39,1.29,synthetic_prototype
Tamil Nadu,Chennai,2020,Rabi,Groundnut,1251.92,2236.11,1.786,synthetic_prototype
Tamil Nadu,Chennai,2020,Summer,Groundnut,1659.55,2431.91,1.465,synthetic_prototype
Tamil Nadu,Chennai,2020,Summer,Maize,1123.31,4991.57,4.444,synthetic_prototype
Tamil Nadu,Chennai,2020,Summer,Millet,1162.83,2176.95,1.872,synthetic_prototype
Tamil Nadu,Coimbatore,2020,Kharif,Millet,4939.43,11103.94,2.248,synthetic_prototype
Tamil Nadu,Coimbatore,2020,Kharif,Rice,11601.33,51042.16,4.4,synthetic_prototype
Tamil Nadu,Coimbatore,2020,Kharif,Maize,3901.38,15776.64,4.044,synthetic_prototype
Tamil Nadu,Coimbatore,2020,Kharif,Groundnut,3413.46,6509.79,1.907,synthetic_prototype
Tamil Nadu,Coimbatore,2020,Rabi,Wheat,363.26,839.5,2.311,synthetic_prototype
Tamil Nadu,Coimbatore,2020,Rabi,Rice,10079.69,36851.33,3.656,synthetic_prototype
Tamil Nadu,Coimbatore,2020,Rabi,Groundnut,3095.89,6996.03,2.26,synthetic_prototype
Tamil Nadu,Coimbatore,2020,Rabi,Pulses,2223.54,2623.26,1.18,synthetic_prototype
Tamil Nadu,Coimbatore,2020,Summer,Millet,2986.85,6559.55,2.196,synthetic_prototype
Tamil Nadu,Coimbatore,2020,Summer,Watermelon,1297.08,23933.54,18.452,synthetic_prototype
Tamil Nadu,Coimbatore,2020,Summer,Maize,3211.87,13617.09,4.24,synthetic_prototype
Tamil Nadu,Cuddalore,2020,Kharif,Soybean,3525.35,7912.05,2.244,synthetic_prototype
Tamil Nadu,Cuddalore,2020,Kharif,Maize,5334.11,28952.43,5.428,synthetic_prototype
Tamil Nadu,Cuddalore,2020,Kharif,Groundnut,1825.89,3853.28,2.11,synthetic_prototype
Tamil Nadu,Cuddalore,2020,Kharif,Cotton,2920.38,5174.94,1.772,synthetic_prototype
Tamil Nadu,Cuddalore,2020,Rabi,Rice,11647.51,43117.05,3.702,synthetic_prototype
Tamil Nadu,Cuddalore,2020,Rabi,Groundnut,3167.91,6714.67,2.12,synthetic_prototype
Tamil Nadu,Cuddalore,2020,Rabi,Mustard,1135.92,1628.93,1.434,synthetic_prototype
Tamil Nadu,Cuddalore,2020,Rabi,Maize,6606.29,31519.17,4.771,synthetic_prototype
Tamil Nadu,Cuddalore,2020,Summer,Rice,5506.63,18113.7,3.289,synthetic_prototype
Tamil Nadu,Cuddalore,2020,Summer,Watermelon,1605.49,24268.18,15.116,synthetic_prototype
Tamil Nadu,Cuddalore,2020,Summer,Groundnut,2228.59,4425.34,1.986,synthetic_prototype
Tamil Nadu,Dharmapuri,2020,Kharif,Rice,12943.21,53115.14,4.104,synthetic_prototype
Tamil Nadu,Dharmapuri,2020,Kharif,Maize,7607.74,29522.75,3.881,synthetic_prototype
Tamil Nadu,Dharmapuri,2020,Kharif,Soybean,915.2,1449.05,1.583,synthetic_prototype
Tamil Nadu,Dharmapuri,2020,Kharif,Cotton,1105.2,2255.48,2.041,synthetic_prototype
Tamil Nadu,Dharmapuri,2020,Rabi,Pulses,1727.85,1728.64,1.0,synthetic_prototype
Tamil Nadu,Dharmapuri,2020,Rabi,Groundnut,3366.09,6945.48,2.063,synthetic_prototype
Tamil Nadu,Dharmapuri,2020,Rabi,Rice,7060.86,32432.54,4.593,synthetic_prototype
Tamil Nadu,Dharmapuri,2020,Rabi,Wheat,1078.35,3256.29,3.02,synthetic_prototype
Tamil Nadu,Dharmapuri,2020,Summer,Watermelon,1064.17,19832.97,18.637,synthetic_prototype
Tamil Nadu,Dharmapuri,2020,Summer,Millet,2210.32,5144.55,2.328,synthetic_prototype
Tamil Nadu,Dharmapuri,2020,Summer,Maize,1883.63,9141.55,4.853,synthetic_prototype
Tamil Nadu,Dindigul,2020,Kharif,Millet,5563.11,12303.3,2.212,synthetic_prototype
Tamil Nadu,Dindigul,2020,Kharif,Rice,5653.53,20023.95,3.542,synthetic_prototype
Tamil Nadu,Dindigul,2020,Kharif,Soybean,1206.79,2212.4,1.833,synthetic_prototype
Tamil Nadu,Dindigul,2020,Kharif,Groundnut,3827.53,6601.89,1.725,synthetic_prototype
Tamil Nadu,Dindigul,2020,Rabi,Groundnut,3801.03,6313.27,1.661,synthetic_prototype
Tamil Nadu,Dindigul,2020,Rabi,Mustard,896.95,1318.46,1.47,synthetic_prototype
Tamil Nadu,Dindigul,2020,Rabi,Wheat,1646.47,4427.36,2.689,synthetic_prototype
Tamil Nadu,Dindigul,2020,Rabi,Rice,7988.13,38589.48,4.831,synthetic_prototype
Tamil Nadu,Dindigul,2020,Summer,Watermelon,1248.66,22040.04,17.651,synthetic_prototype
Tamil Nadu,Dindigul,2020,Summer,Millet,1464.62,3582.52,2.446,synthetic_prototype
Tamil Nadu,Dindigul,2020,Summer,Rice,4360.53,15425.85,3.538,synthetic_prototype
Tamil Nadu,Erode,2020,Kharif,Maize,2532.88,10940.49,4.319,synthetic_prototype
Tamil Nadu,Erode,2020,Kharif,Rice,13530.89,49170.22,3.634,synthetic_prototype
Tamil Nadu,Erode,2020,Kharif,Groundnut,1784.11,3440.37,1.928,synthetic_prototype
Tamil Nadu,Erode,2020,Kharif,Cotton,4198.95,6941.99,1.653,synthetic_prototype
Tamil Nadu,Erode,2020,Rabi,Groundnut,3748.57,7189.09,1.918,synthetic_prototype
Tamil Nadu,Erode,2020,Rabi,Wheat,1049.51,2629.22,2.505,synthetic_prototype
Tamil Nadu,Erode,2020,Rabi,Pulses,1032.03,1300.82,1.26,synthetic_prototype
Tamil Nadu,Erode,2020,Rabi,Rice,11281.99,51426.19,4.558,synthetic_prototype
Tamil Nadu,Erode,2020,Summer,Rice,5016.39,21886.83,4.363,synthetic_prototype
Tamil Nadu,Erode,2020,Summer,Watermelon,1901.92,32147.27,16.902,synthetic_prototype
Tamil Nadu,Erode,2020,Summer,Groundnut,2453.55,4828.34,1.968,synthetic_prototype
Tamil Nadu,Kallakurichi,2020,Kharif,Maize,2108.88,9156.08,4.342,synthetic_prototype
Tamil Nadu,Kallakurichi,2020,Kharif,Millet,1534.54,4306.21,2.806,synthetic_prototype
Tamil Nadu,Kallakurichi,2020,Kharif,Soybean,1940.08,3597.52,1.854,synthetic_prototype
Tamil Nadu,Kallakurichi,2020,Kharif,Groundnut,3096.85,5312.09,1.715,synthetic_prototype
Tamil Nadu,Kallakurichi,2020,Rabi,Wheat,1411.02,4460.73,3.161,synthetic_prototype
Tamil Nadu,Kallakurichi,2020,Rabi,Groundnut,1890.27,3354.85,1.775,synthetic_prototype
Tamil Nadu,Kallakurichi,2020,Rabi,Maize,2469.78,10911.1,4.418,synthetic_prototype
Tamil Nadu,Kallakurichi,2020,Rabi,Mustard,1505.42,1866.97,1.24,synthetic_prototype
Tamil Nadu,Kallakurichi,2020,Summer,Groundnut,3718.54,6252.33,1.681,synthetic_prototype
Tamil Nadu,Kallakurichi,2020,Summer,Watermelon,1232.49,24696.59,20.038,synthetic_prototype
Tamil Nadu,Kallakurichi,2020,Summer,Rice,8074.02,32975.77,4.084,synthetic_prototype
Tamil Nadu,Kanchipuram,2020,Kharif,Cotton,1198.28,2227.39,1.859,synthetic_prototype
Tamil Nadu,Kanchipuram,2020,Kharif,Groundnut,6733.41,14984.93,2.225,synthetic_prototype
Tamil Nadu,Kanchipuram,2020,Kharif,Soybean,3320.2,6177.69,1.861,synthetic_prototype
Tamil Nadu,Kanchipuram,2020,Kharif,Maize,7237.68,30154.5,4.166,synthetic_prototype
Tamil Nadu,Kanchipuram,2020,Rabi,Mustard,1106.05,1581.41,1.43,synthetic_prototype
Tamil Nadu,Kanchipuram,2020,Rabi,Groundnut,7128.65,16461.58,2.309,synthetic_prototype
Tamil Nadu,Kanchipuram,2020,Rabi,Rice,8391.08,33352.38,3.975,synthetic_prototype
Tamil Nadu,Kanchipuram,2020,Rabi,Maize,1696.62,8380.68,4.94,synthetic_prototype
Tamil Nadu,Kanchipuram,2020,Summer,Millet,2138.15,4144.86,1.939,synthetic_prototype
Tamil Nadu,Kanchipuram,2020,Summer,Rice,1482.26,5683.29,3.834,synthetic_prototype
Tamil Nadu,Kanchipuram,2020,Summer,Maize,2506.53,11454.41,4.57,synthetic_prototype
Tamil Nadu,Kanniyakumari,2020,Kharif,Rice,5237.68,23629.42,4.511,synthetic_prototype
Tamil Nadu,Kanniyakumari,2020,Kharif,Cotton,5614.5,9364.92,1.668,synthetic_prototype
Tamil Nadu,Kanniyakumari,2020,Kharif,Soybean,2138.76,3845.71,1.798,synthetic_prototype
Tamil Nadu,Kanniyakumari,2020,Kharif,Groundnut,4456.13,10012.45,2.247,synthetic_prototype
Tamil Nadu,Kanniyakumari,2020,Rabi,Wheat,2597.55,6001.68,2.311,synthetic_prototype
Tamil Nadu,Kanniyakumari,2020,Rabi,Maize,4797.29,25094.45,5.231,synthetic_prototype
Tamil Nadu,Kanniyakumari,2020,Rabi,Mustard,591.46,598.49,1.012,synthetic_prototype
Tamil Nadu,Kanniyakumari,2020,Rabi,Rice,6889.74,30866.72,4.48,synthetic_prototype
Tamil Nadu,Kanniyakumari,2020,Summer,Groundnut,3192.09,5781.39,1.811,synthetic_prototype
Tamil Nadu,Kanniyakumari,2020,Summer,Millet,2639.71,4978.69,1.886,synthetic_prototype
Tamil Nadu,Kanniyakumari,2020,Summer,Rice,6795.96,24014.45,3.534,synthetic_prototype
Tamil Nadu,Karur,2020,Kharif,Soybean,1821.9,4001.55,2.196,synthetic_prototype
Tamil Nadu,Karur,2020,Kharif,Groundnut,4970.46,8717.27,1.754,synthetic_prototype
Tamil Nadu,Karur,2020,Kharif,Maize,4283.07,17994.87,4.201,synthetic_prototype
Tamil Nadu,Karur,2020,Kharif,Rice,12424.87,59717.73,4.806,synthetic_prototype
Tamil Nadu,Karur,2020,Rabi,Wheat,1226.53,2998.6,2.445,synthetic_prototype
Tamil Nadu,Karur,2020,Rabi,Pulses,1612.97,1722.63,1.068,synthetic_prototype
Tamil Nadu,Karur,2020,Rabi,Rice,8164.37,41337.36,5.063,synthetic_prototype
Tamil Nadu,Karur,2020,Rabi,Maize,4181.96,20073.29,4.8,synthetic_prototype
Tamil Nadu,Karur,2020,Summer,Millet,1646.78,3320.19,2.016,synthetic_prototype
Tamil Nadu,Karur,2020,Summer,Maize,1889.49,9291.08,4.917,synthetic_prototype
Tamil Nadu,Karur,2020,Summer,Watermelon,324.3,6691.17,20.633,synthetic_prototype
Tamil Nadu,Krishnagiri,2020,Kharif,Rice,7317.31,30861.28,4.218,synthetic_prototype
Tamil Nadu,Krishnagiri,2020,Kharif,Groundnut,2812.79,4932.58,1.754,synthetic_prototype
Tamil Nadu,Krishnagiri,2020,Kharif,Soybean,819.59,1397.83,1.706,synthetic_prototype
Tamil Nadu,Krishnagiri,2020,Kharif,Cotton,1504.05,2994.28,1.991,synthetic_prototype
Tamil Nadu,Krishnagiri,2020,Rabi,Maize,3626.08,14527.89,4.007,synthetic_prototype
Tamil Nadu,Krishnagiri,2020,Rabi,Mustard,801.26,812.32,1.014,synthetic_prototype
Tamil Nadu,Krishnagiri,2020,Rabi,Pulses,932.24,854.56,0.917,synthetic_prototype
Tamil Nadu,Krishnagiri,2020,Rabi,Groundnut,2665.36,5287.37,1.984,synthetic_prototype
Tamil Nadu,Krishnagiri,2020,Summer,Groundnut,1707.68,3714.85,2.175,synthetic_prototype
Tamil Nadu,Krishnagiri,2020,Summer,Millet,2115.44,4895.54,2.314,synthetic_prototype
Tamil Nadu,Krishnagiri,2020,Summer,Watermelon,1574.37,24221.59,15.385,synthetic_prototype
Tamil Nadu,Madurai,2020,Kharif,Maize,7108.61,38301.31,5.388,synthetic_prototype
Tamil Nadu,Madurai,2020,Kharif,Groundnut,4359.45,9388.85,2.154,synthetic_prototype
Tamil Nadu,Madurai,2020,Kharif,Rice,5973.72,22664.3,3.794,synthetic_prototype
Tamil Nadu,Madurai,2020,Kharif,Soybean,1791.28,3080.34,1.72,synthetic_prototype
Tamil Nadu,Madurai,2020,Rabi,Pulses,3189.38,3631.43,1.139,synthetic_prototype
Tamil Nadu,Madurai,2020,Rabi,Maize,5915.86,23345.08,3.946,synthetic_prototype
Tamil Nadu,Madurai,2020,Rabi,Mustard,2103.8,3034.86,1.443,synthetic_prototype
Tamil Nadu,Madurai,2020,Rabi,Rice,7916.69,28754.24,3.632,synthetic_prototype
Tamil Nadu,Madurai,2020,Summer,Watermelon,900.64,12773.89,14.183,synthetic_prototype
Tamil Nadu,Madurai,2020,Summer,Millet,1408.02,3347.22,2.377,synthetic_prototype
Tamil Nadu,Madurai,2020,Summer,Groundnut,2381.98,4518.24,1.897,synthetic_prototype
Tamil Nadu,Mayiladuthurai,2020,Kharif,Groundnut,2743.92,6465.96,2.356,synthetic_prototype
Tamil Nadu,Mayiladuthurai,2020,Kharif,Cotton,1347.39,2511.05,1.864,synthetic_prototype
Tamil Nadu,Mayiladuthurai,2020,Kharif,Maize,2490.69,13175.13,5.29,synthetic_prototype
Tamil Nadu,Mayiladuthurai,2020,Kharif,Rice,2823.73,11523.08,4.081,synthetic_prototype
Tamil Nadu,Mayiladuthurai,2020,Rabi,Rice,3154.24,14150.33,4.486,synthetic_prototype
Tamil Nadu,Mayiladuthurai,2020,Rabi,Mustard,942.17,1211.26,1.286,synthetic_prototype
Tamil Nadu,Mayiladuthurai,2020,Rabi,Pulses,3843.45,3908.42,1.017,synthetic_prototype
Tamil Nadu,Mayiladuthurai,2020,Rabi,Maize,2527.74,11716.38,4.635,synthetic_prototype
Tamil Nadu,Mayiladuthurai,2020,Summer,Rice,2080.58,7523.25,3.616,synthetic_prototype
Tamil Nadu,Mayiladuthurai,2020,Summer,Millet,2320.0,5618.93,2.422,synthetic_prototype
Tamil Nadu,Mayiladuthurai,2020,Summer,Watermelon,1328.34,22556.96,16.981,synthetic_prototype
Tamil Nadu,Nagapattinam,2020,Kharif,Groundnut,6228.08,13183.19,2.117,synthetic_prototype
Tamil Nadu,Nagapattinam,2020,Kharif,Millet,2953.6,6802.43,2.303,synthetic_prototype
Tamil Nadu,Nagapattinam,2020,Kharif,Cotton,4526.5,9362.74,2.068,synthetic_prototype
Tamil Nadu,Nagapattinam,2020,Kharif,Rice,8548.44,28909.0,3.382,synthetic_prototype
Tamil Nadu,Nagapattinam,2020,Rabi,Pulses,4421.66,4502.39,1.018,synthetic_prototype
Tamil Nadu,Nagapattinam,2020,Rabi,Groundnut,3594.4,8214.9,2.285,synthetic_prototype
Tamil Nadu,Nagapattinam,2020,Rabi,Rice,3316.24,12517.25,3.775,synthetic_prototype
Tamil Nadu,Nagapattinam,2020,Rabi,Mustard,1057.05,1510.46,1.429,synthetic_prototype
Tamil Nadu,Nagapattinam,2020,Summer,Maize,3517.37,16103.58,4.578,synthetic_prototype
Tamil Nadu,Nagapattinam,2020,Summer,Watermelon,1269.09,20785.79,16.378,synthetic_prototype
Tamil Nadu,Nagapattinam,2020,Summer,Rice,5435.66,17496.01,3.219,synthetic_prototype
Tamil Nadu,Namakkal,2020,Kharif,Rice,6519.65,21279.66,3.264,synthetic_prototype
Tamil Nadu,Namakkal,2020,Kharif,Maize,8097.5,39804.2,4.916,synthetic_prototype
Tamil Nadu,Namakkal,2020,Kharif,Millet,4256.43,10598.28,2.49,synthetic_prototype
