state,district,year,season,rainfall,soil_moisture,water_availability,area_hectares,production_tonnes,yield_tonnes_per_hectare,recommended_crop,source_type
Tamil Nadu,VILUPPURAM,2018,Kharif,330.9059829059829,29.779336412338708,High,4193.0,7905.05,1.885,Cotton,synthetic_prototype
Tamil Nadu,VILUPPURAM,2018,Kharif,330.9059829059829,29.779336412338708,High,3935.47,7115.03,1.808,Groundnut,synthetic_prototype
Tamil Nadu,VILUPPURAM,2018,Rabi,438.4777777777779,29.779336412338708,High,4002.32,13949.59,3.485,Rice,synthetic_prototype
Tamil Nadu,VILUPPURAM,2018,Rabi,438.4777777777779,29.779336412338708,High,2426.4,2211.87,0.912,Pulses,synthetic_prototype
Tamil Nadu,VILUPPURAM,2018,Rabi,438.4777777777779,29.779336412338708,High,1405.25,1867.21,1.329,Mustard,synthetic_prototype
Tamil Nadu,VILUPPURAM,2018,Rabi,438.4777777777779,29.779336412338708,High,1839.06,5760.8,3.132,Wheat,synthetic_prototype
Tamil Nadu,VILUPPURAM,2018,Summer,134.12307692307692,29.779336412338708,High,1215.4,2279.66,1.876,Millet,synthetic_prototype
Tamil Nadu,VILUPPURAM,2018,Summer,134.12307692307692,29.779336412338708,High,1816.49,6256.85,3.444,Rice,synthetic_prototype
Tamil Nadu,VILUPPURAM,2018,Summer,134.12307692307692,29.779336412338708,High,868.2,13210.85,15.216,Watermelon,synthetic_prototype
Tamil Nadu,VIRUDHUNAGAR,2018,Kharif,330.9059829059829,,Unknown,1983.93,3727.95,1.879,Soybean,synthetic_prototype
Tamil Nadu,VIRUDHUNAGAR,2018,Kharif,330.9059829059829,,Unknown,1820.3,3830.05,2.104,Cotton,synthetic_prototype
Tamil Nadu,VIRUDHUNAGAR,2018,Kharif,330.9059829059829,,Unknown,10509.83,36765.02,3.498,Rice,synthetic_prototype
Tamil Nadu,VIRUDHUNAGAR,2018,Kharif,330.9059829059829,,Unknown,1838.88,4312.54,2.345,Millet,synthetic_prototype
Tamil Nadu,VIRUDHUNAGAR,2018,Rabi,438.4777777777779,,Unknown,1746.93,5301.31,3.035,Wheat,synthetic_prototype
Tamil Nadu,VIRUDHUNAGAR,2018,Rabi,438.4777777777779,,Unknown,10787.85,43185.55,4.003,Rice,synthetic_prototype
Tamil Nadu,VIRUDHUNAGAR,2018,Rabi,438.4777777777779,,Unknown,2473.82,2245.51,0.908,Pulses,synthetic_prototype
Tamil Nadu,VIRUDHUNAGAR,2018,Rabi,438.4777777777779,,Unknown,3564.19,15773.39,4.426,Maize,synthetic_prototype
Tamil Nadu,VIRUDHUNAGAR,2018,Summer,134.12307692307692,,Unknown,1022.99,4016.49,3.926,Maize,synthetic_prototype
Tamil Nadu,VIRUDHUNAGAR,2018,Summer,134.12307692307692,,Unknown,6218.95,22126.22,3.558,Rice,synthetic_prototype
Tamil Nadu,VIRUDHUNAGAR,2018,Summer,134.12307692307692,,Unknown,552.57,8980.62,16.253,Watermelon,synthetic_prototype
Tamil Nadu,ARIYALUR,2019,Kharif,330.9059829059829,28.544388593024195,Medium,4735.74,8138.2,1.718,Groundnut,synthetic_prototype
Tamil Nadu,ARIYALUR,2019,Kharif,330.9059829059829,28.544388593024195,Medium,5398.52,30130.89,5.581,Maize,synthetic_prototype
Tamil Nadu,ARIYALUR,2019,Kharif,330.9059829059829,28.544388593024195,Medium,1963.11,3716.34,1.893,Cotton,synthetic_prototype
Tamil Nadu,ARIYALUR,2019,Kharif,330.9059829059829,28.544388593024195,Medium,3999.83,9547.44,2.387,Millet,synthetic_prototype
Tamil Nadu,ARIYALUR,2019,Rabi,438.4777777777779,28.544388593024195,Medium,4541.64,18143.01,3.995,Rice,synthetic_prototype
Tamil Nadu,ARIYALUR,2019,Rabi,438.4777777777779,28.544388593024195,Medium,457.89,1126.66,2.461,Wheat,synthetic_prototype
Tamil Nadu,ARIYALUR,2019,Rabi,438.4777777777779,28.544388593024195,Medium,6539.97,30775.45,4.706,Maize,synthetic_prototype
Tamil Nadu,ARIYALUR,2019,Rabi,438.4777777777779,28.544388593024195,Medium,2813.94,5691.18,2.022,Groundnut,synthetic_prototype
Tamil Nadu,ARIYALUR,2019,Summer,134.12307692307692,28.544388593024195,Medium,799.25,14402.72,18.02,Watermelon,synthetic_prototype
Tamil Nadu,ARIYALUR,2019,Summer,134.12307692307692,28.544388593024195,Medium,4199.68,13739.22,3.271,Rice,synthetic_prototype
Tamil Nadu,ARIYALUR,2019,Summer,134.12307692307692,28.544388593024195,Medium,1596.53,3405.54,2.133,Groundnut,synthetic_prototype
Tamil Nadu,CHENGALPATTU,2019,Kharif,330.9059829059829,,Unknown,2470.98,3940.12,1.595,Cotton,synthetic_prototype
Tamil Nadu,CHENGALPATTU,2019,Kharif,330.9059829059829,,Unknown,3623.63,7162.07,1.976,Groundnut,synthetic_prototype
Tamil Nadu,CHENGALPATTU,2019,Kharif,330.9059829059829,,Unknown,4466.07,11504.14,2.576,Millet,synthetic_prototype
Tamil Nadu,CHENGALPATTU,2019,Kharif,330.9059829059829,,Unknown,1851.89,4228.56,2.283,Soybean,synthetic_prototype
Tamil Nadu,CHENGALPATTU,2019,Rabi,438.4777777777779,,Unknown,3614.3,16471.17,4.557,Maize,synthetic_prototype
Tamil Nadu,CHENGALPATTU,2019,Rabi,438.4777777777779,,Unknown,9486.22,43577.09,4.594,Rice,synthetic_prototype
Tamil Nadu,CHENGALPATTU,2019,Rabi,438.4777777777779,,Unknown,1360.23,3602.87,2.649,Wheat,synthetic_prototype
Tamil Nadu,CHENGALPATTU,2019,Rabi,438.4777777777779,,Unknown,1793.46,2040.69,1.138,Mustard,synthetic_prototype
Tamil Nadu,CHENGALPATTU,2019,Summer,134.12307692307692,,Unknown,2810.82,11678.85,4.155,Maize,synthetic_prototype
Tamil Nadu,CHENGALPATTU,2019,Summer,134.12307692307692,,Unknown,4238.97,17573.25,4.146,Rice,synthetic_prototype
Tamil Nadu,CHENGALPATTU,2019,Summer,134.12307692307692,,Unknown,664.23,11578.87,17.432,Watermelon,synthetic_prototype
Tamil Nadu,CHENNAI,2019,Kharif,330.9059829059829,21.27328608612097,Low,2141.18,4782.84,2.234,Millet,synthetic_prototype
Tamil Nadu,CHENNAI,2019,Kharif,330.9059829059829,21.27328608612097,Low,6348.15,25170.02,3.965,Rice,synthetic_prototype
Tamil Nadu,CHENNAI,2019,Kharif,330.9059829059829,21.27328608612097,Low,1122.48,2507.38,2.234,Soybean,synthetic_prototype
Tamil Nadu,CHENNAI,2019,Kharif,330.9059829059829,21.27328608612097,Low,4851.91,24163.71,4.98,Maize,synthetic_prototype
Tamil Nadu,CHENNAI,2019,Rabi,438.4777777777779,21.27328608612097,Low,2829.46,5200.46,1.838,Groundnut,synthetic_prototype
Tamil Nadu,CHENNAI,2019,Rabi,438.4777777777779,21.27328608612097,Low,4041.06,20039.66,4.959,Maize,synthetic_prototype
Tamil Nadu,CHENNAI,2019,Rabi,438.4777777777779,21.27328608612097,Low,2278.28,11435.4,5.019,Rice,synthetic_prototype
Tamil Nadu,CHENNAI,2019,Rabi,438.4777777777779,21.27328608612097,Low,1391.64,1982.99,1.425,Mustard,synthetic_prototype
Tamil Nadu,CHENNAI,2019,Summer,134.12307692307692,21.27328608612097,Low,1839.85,7759.24,4.217,Rice,synthetic_prototype
Tamil Nadu,CHENNAI,2019,Summer,134.12307692307692,21.27328608612097,Low,1903.71,3772.19,1.981,Groundnut,synthetic_prototype
Tamil Nadu,CHENNAI,2019,Summer,134.12307692307692,21.27328608612097,Low,1765.97,4322.19,2.447,Millet,synthetic_prototype
Tamil Nadu,COIMBATORE,2019,Kharif,330.9059829059829,29.7236860548,High,1243.26,2719.69,2.188,Soybean,synthetic_prototype
Tamil Nadu,COIMBATORE,2019,Kharif,330.9059829059829,29.7236860548,High,2002.87,3681.23,1.838,Groundnut,synthetic_prototype
Tamil Nadu,COIMBATORE,2019,Kharif,330.9059829059829,29.7236860548,High,4035.95,8971.76,2.223,Millet,synthetic_prototype
Tamil Nadu,COIMBATORE,2019,Kharif,330.9059829059829,29.7236860548,High,8189.7,33064.21,4.037,Rice,synthetic_prototype
Tamil Nadu,COIMBATORE,2019,Rabi,438.4777777777779,29.7236860548,High,5262.63,25723.99,4.888,Maize,synthetic_prototype
Tamil Nadu,COIMBATORE,2019,Rabi,438.4777777777779,29.7236860548,High,9343.44,32247.34,3.451,Rice,synthetic_prototype
Tamil Nadu,COIMBATORE,2019,Rabi,438.4777777777779,29.7236860548,High,953.76,1262.72,1.324,Mustard,synthetic_prototype
Tamil Nadu,COIMBATORE,2019,Rabi,438.4777777777779,29.7236860548,High,1877.75,3773.63,2.01,Groundnut,synthetic_prototype
Tamil Nadu,COIMBATORE,2019,Summer,134.12307692307692,29.7236860548,High,1629.15,5421.59,3.328,Rice,synthetic_prototype
Tamil Nadu,COIMBATORE,2019,Summer,134.12307692307692,29.7236860548,High,1160.37,4370.71,3.767,Maize,synthetic_prototype
Tamil Nadu,COIMBATORE,2019,Summer,134.12307692307692,29.7236860548,High,1123.17,2237.8,1.992,Groundnut,synthetic_prototype
Tamil Nadu,CUDDALORE,2019,Kharif,330.9059829059829,30.017899455080645,High,3277.35,5022.79,1.533,Cotton,synthetic_prototype
Tamil Nadu,CUDDALORE,2019,Kharif,330.9059829059829,30.017899455080645,High,2069.88,4931.29,2.382,Millet,synthetic_prototype
Tamil Nadu,CUDDALORE,2019,Kharif,330.9059829059829,30.017899455080645,High,8538.96,37572.3,4.4,Maize,synthetic_prototype
Tamil Nadu,CUDDALORE,2019,Kharif,330.9059829059829,30.017899455080645,High,5006.77,18377.79,3.671,Rice,synthetic_prototype
Tamil Nadu,CUDDALORE,2019,Rabi,438.4777777777779,30.017899455080645,High,2555.64,11918.59,4.664,Maize,synthetic_prototype
Tamil Nadu,CUDDALORE,2019,Rabi,438.4777777777779,30.017899455080645,High,2965.73,5580.86,1.882,Groundnut,synthetic_prototype
Tamil Nadu,CUDDALORE,2019,Rabi,438.4777777777779,30.017899455080645,High,8283.4,31489.08,3.801,Rice,synthetic_prototype
Tamil Nadu,CUDDALORE,2019,Rabi,438.4777777777779,30.017899455080645,High,1054.36,1499.63,1.422,Mustard,synthetic_prototype
Tamil Nadu,CUDDALORE,2019,Summer,134.12307692307692,30.017899455080645,High,763.95,1319.54,1.727,Millet,synthetic_prototype
Tamil Nadu,CUDDALORE,2019,Summer,134.12307692307692,30.017899455080645,High,2706.65,11667.32,4.311,Maize,synthetic_prototype
Tamil Nadu,CUDDALORE,2019,Summer,134.12307692307692,30.017899455080645,High,961.97,1754.16,1.824,Groundnut,synthetic_prototype
Tamil Nadu,DHARMAPURI,2019,Kharif,330.9059829059829,28.06294488487903,Medium,5609.43,11273.8,2.01,Groundnut,synthetic_prototype
Tamil Nadu,DHARMAPURI,2019,Kharif,330.9059829059829,28.06294488487903,Medium,2279.16,5342.76,2.344,Millet,synthetic_prototype
Tamil Nadu,DHARMAPURI,2019,Kharif,330.9059829059829,28.06294488487903,Medium,3207.5,5852.91,1.825,Soybean,synthetic_prototype
Tamil Nadu,DHARMAPURI,2019,Kharif,330.9059829059829,28.06294488487903,Medium,5564.22,10379.82,1.865,Cotton,synthetic_prototype
Tamil Nadu,DHARMAPURI,2019,Rabi,438.4777777777779,28.06294488487903,Medium,1045.17,3225.32,3.086,Wheat,synthetic_prototype
Tamil Nadu,DHARMAPURI,2019,Rabi,438.4777777777779,28.06294488487903,Medium,2376.81,2691.02,1.132,Mustard,synthetic_prototype
Tamil Nadu,DHARMAPURI,2019,Rabi,438.4777777777779,28.06294488487903,Medium,1305.87,1444.92,1.106,Pulses,synthetic_prototype
Tamil Nadu,DHARMAPURI,2019,Rabi,438.4777777777779,28.06294488487903,Medium,7057.31,29991.57,4.25,Maize,synthetic_prototype
Tamil Nadu,DHARMAPURI,2019,Summer,134.12307692307692,28.06294488487903,Medium,1952.45,8548.86,4.379,Rice,synthetic_prototype
Tamil Nadu,DHARMAPURI,2019,Summer,134.12307692307692,28.06294488487903,Medium,1233.91,1891.43,1.533,Groundnut,synthetic_prototype
Tamil Nadu,DHARMAPURI,2019,Summer,134.12307692307692,28.06294488487903,Medium,4129.13,14717.93,3.564,Maize,synthetic_prototype
Tamil Nadu,DINDIGUL,2019,Kharif,330.9059829059829,28.69312810556,Medium,4509.2,8260.43,1.832,Cotton,synthetic_prototype
Tamil Nadu,DINDIGUL,2019,Kharif,330.9059829059829,28.69312810556,Medium,5273.33,9893.7,1.876,Groundnut,synthetic_prototype
Tamil Nadu,DINDIGUL,2019,Kharif,330.9059829059829,28.69312810556,Medium,1811.65,3759.86,2.075,Soybean,synthetic_prototype
Tamil Nadu,DINDIGUL,2019,Kharif,330.9059829059829,28.69312810556,Medium,1655.06,3811.8,2.303,Millet,synthetic_prototype
Tamil Nadu,DINDIGUL,2019,Rabi,438.4777777777779,28.69312810556,Medium,3902.05,7940.72,2.035,Groundnut,synthetic_prototype
Tamil Nadu,DINDIGUL,2019,Rabi,438.4777777777779,28.69312810556,Medium,5932.63,21705.66,3.659,Maize,synthetic_prototype
Tamil Nadu,DINDIGUL,2019,Rabi,438.4777777777779,28.69312810556,Medium,1419.37,1935.36,1.364,Mustard,synthetic_prototype
Tamil Nadu,DINDIGUL,2019,Rabi,438.4777777777779,28.69312810556,Medium,3380.88,4239.32,1.254,Pulses,synthetic_prototype
Tamil Nadu,DINDIGUL,2019,Summer,134.12307692307692,28.69312810556,Medium,2946.74,13401.2,4.548,Rice,synthetic_prototype
Tamil Nadu,DINDIGUL,2019,Summer,134.12307692307692,28.69312810556,Medium,1788.71,3409.34,1.906,Millet,synthetic_prototype
Tamil Nadu,DINDIGUL,2019,Summer,134.12307692307692,28.69312810556,Medium,1222.38,22917.56,18.748,Watermelon,synthetic_prototype
Tamil Nadu,ERODE,2019,Kharif,330.9059829059829,27.250912962701612,Low,7557.31,16835.81,2.228,Groundnut,synthetic_prototype
Tamil Nadu,ERODE,2019,Kharif,330.9059829059829,27.250912962701612,Low,1594.49,2609.94,1.637,Soybean,synthetic_prototype
Tamil Nadu,ERODE,2019,Kharif,330.9059829059829,27.250912962701612,Low,8855.13,35031.32,3.956,Rice,synthetic_prototype
Tamil Nadu,ERODE,2019,Kharif,330.9059829059829,27.250912962701612,Low,4522.8,11658.04,2.578,Millet,synthetic_prototype
Tamil Nadu,ERODE,2019,Rabi,438.4777777777779,27.250912962701612,Low,3512.53,14649.38,4.171,Maize,synthetic_prototype
Tamil Nadu,ERODE,2019,Rabi,438.4777777777779,27.250912962701612,Low,1247.16,1238.67,0.993,Pulses,synthetic_prototype
Tamil Nadu,ERODE,2019,Rabi,438.4777777777779,27.250912962701612,Low,1660.32,3631.83,2.187,Wheat,synthetic_prototype
Tamil Nadu,ERODE,2019,Rabi,438.4777777777779,27.250912962701612,Low,1379.58,1392.9,1.01,Mustard,synthetic_prototype
Tamil Nadu,ERODE,2019,Summer,134.12307692307692,27.250912962701612,Low,1293.91,20691.05,15.991,Watermelon,synthetic_prototype
Tamil Nadu,ERODE,2019,Summer,134.12307692307692,27.250912962701612,Low,2293.61,5643.75,2.461,Millet,synthetic_prototype
Tamil Nadu,ERODE,2019,Summer,134.12307692307692,27.250912962701612,Low,2867.94,6224.14,2.17,Groundnut,synthetic_prototype
Tamil Nadu,KALLAKURICHI,2019,Kharif,330.9059829059829,,Unknown,5409.15,10297.77,1.904,Groundnut,synthetic_prototype
Tamil Nadu,KALLAKURICHI,2019,Kharif,330.9059829059829,,Unknown,9441.42,34150.09,3.617,Rice,synthetic_prototype
Tamil Nadu,KALLAKURICHI,2019,Kharif,330.9059829059829,,Unknown,2303.62,3681.87,1.598,Soybean,synthetic_prototype
Tamil Nadu,KALLAKURICHI,2019,Kharif,330.9059829059829,,Unknown,5757.99,15566.3,2.703,Millet,synthetic_prototype
Tamil Nadu,KALLAKURICHI,2019,Rabi,438.4777777777779,,Unknown,3543.79,5791.74,1.634,Groundnut,synthetic_prototype
Tamil Nadu,KALLAKURICHI,2019,Rabi,438.4777777777779,,Unknown,6886.93,30437.61,4.42,Rice,synthetic_prototype
Tamil Nadu,KALLAKURICHI,2019,Rabi,438.4777777777779,,Unknown,1191.36,1374.09,1.153,Mustard,synthetic_prototype
Tamil Nadu,KALLAKURICHI,2019,Rabi,438.4777777777779,,Unknown,3096.29,3241.53,1.047,Pulses,synthetic_prototype
Tamil Nadu,KALLAKURICHI,2019,Summer,134.12307692307692,,Unknown,4391.62,15734.46,3.583,Rice,synthetic_prototype
Tamil Nadu,KALLAKURICHI,2019,Summer,134.12307692307692,,Unknown,611.07,9147.97,14.97,Watermelon,synthetic_prototype
Tamil Nadu,KALLAKURICHI,2019,Summer,134.12307692307692,,Unknown,5515.88,27330.68,4.955,Maize,synthetic_prototype
Tamil Nadu,KANCHIPURAM,2019,Kharif,330.9059829059829,,Unknown,7786.41,42141.66,5.412,Maize,synthetic_prototype
Tamil Nadu,KANCHIPURAM,2019,Kharif,330.9059829059829,,Unknown,2654.39,3858.56,1.454,Cotton,synthetic_prototype
Tamil Nadu,KANCHIPURAM,2019,Kharif,330.9059829059829,,Unknown,4316.39,9036.07,2.093,Groundnut,synthetic_prototype
Tamil Nadu,KANCHIPURAM,2019,Kharif,330.9059829059829,,Unknown,3028.85,5728.19,1.891,Soybean,synthetic_prototype
Tamil Nadu,KANCHIPURAM,2019,Rabi,438.4777777777779,,Unknown,592.52,667.23,1.126,Mustard,synthetic_prototype
Tamil Nadu,KANCHIPURAM,2019,Rabi,438.4777777777779,,Unknown,1826.49,5478.55,3.0,Wheat,synthetic_prototype
Tamil Nadu,KANCHIPURAM,2019,Rabi,438.4777777777779,,Unknown,7128.11,37121.75,5.208,Maize,synthetic_prototype
Tamil Nadu,KANCHIPURAM,2019,Rabi,438.4777777777779,,Unknown,1191.43,1072.44,0.9,Pulses,synthetic_prototype
Tamil Nadu,KANCHIPURAM,2019,Summer,134.12307692307692,,Unknown,4765.22,21479.74,4.508,Rice,synthetic_prototype
Tamil Nadu,KANCHIPURAM,2019,Summer,134.12307692307692,,Unknown,986.95,18246.62,18.488,Watermelon,synthetic_prototype
Tamil Nadu,KANCHIPURAM,2019,Summer,134.12307692307692,,Unknown,1713.14,2986.11,1.743,Millet,synthetic_prototype
Tamil Nadu,KANNIYAKUMARI,2019,Kharif,330.9059829059829,31.164836859555997,High,3278.91,6255.31,1.908,Cotton,synthetic_prototype
Tamil Nadu,KANNIYAKUMARI,2019,Kharif,330.9059829059829,31.164836859555997,High,4801.85,10925.91,2.275,Groundnut,synthetic_prototype
Tamil Nadu,KANNIYAKUMARI,2019,Kharif,330.9059829059829,31.164836859555997,High,6784.7,38461.37,5.669,Maize,synthetic_prototype
Tamil Nadu,KANNIYAKUMARI,2019,Kharif,330.9059829059829,31.164836859555997,High,7407.82,20586.58,2.779,Millet,synthetic_prototype
Tamil Nadu,KANNIYAKUMARI,2019,Rabi,438.4777777777779,31.164836859555997,High,8848.79,36114.76,4.081,Maize,synthetic_prototype
Tamil Nadu,KANNIYAKUMARI,2019,Rabi,438.4777777777779,31.164836859555997,High,10177.75,38009.22,3.735,Rice,synthetic_prototype
Tamil Nadu,KANNIYAKUMARI,2019,Rabi,438.4777777777779,31.164836859555997,High,3823.07,3534.56,0.925,Pulses,synthetic_prototype
Tamil Nadu,KANNIYAKUMARI,2019,Rabi,438.4777777777779,31.164836859555997,High,2296.44,4933.67,2.148,Groundnut,synthetic_prototype
Tamil Nadu,KANNIYAKUMARI,2019,Summer,134.12307692307692,31.164836859555997,High,3971.87,17815.55,4.485,Maize,synthetic_prototype
Tamil Nadu,KANNIYAKUMARI,2019,Summer,134.12307692307692,31.164836859555997,High,1228.16,23064.04,18.779,Watermelon,synthetic_prototype
Tamil Nadu,KANNIYAKUMARI,2019,Summer,134.12307692307692,31.164836859555997,High,3143.6,5473.72,1.741,Millet,synthetic_prototype
Tamil Nadu,KARUR,2019,Kharif,330.9059829059829,25.69542081294355,Low,1240.55,3076.73,2.48,Millet,synthetic_prototype
Tamil Nadu,KARUR,2019,Kharif,330.9059829059829,25.69542081294355,Low,5213.73,29472.31,5.653,Maize,synthetic_prototype
Tamil Nadu,KARUR,2019,Kharif,330.9059829059829,25.69542081294355,Low,2246.7,4524.76,2.014,Cotton,synthetic_prototype
Tamil Nadu,KARUR,2019,Kharif,330.9059829059829,25.69542081294355,Low,5811.11,23728.07,4.083,Rice,synthetic_prototype
Tamil Nadu,KARUR,2019,Rabi,438.4777777777779,25.69542081294355,Low,2881.14,13814.33,4.795,Rice,synthetic_prototype
Tamil Nadu,KARUR,2019,Rabi,438.4777777777779,25.69542081294355,Low,2419.72,2183.46,0.902,Pulses,synthetic_prototype
Tamil Nadu,KARUR,2019,Rabi,438.4777777777779,25.69542081294355,Low,4925.1,24149.35,4.903,Maize,synthetic_prototype
Tamil Nadu,KARUR,2019,Rabi,438.4777777777779,25.69542081294355,Low,623.36,1332.75,2.138,Wheat,synthetic_prototype
Tamil Nadu,KARUR,2019,Summer,134.12307692307692,25.69542081294355,Low,1105.92,4095.07,3.703,Rice,synthetic_prototype
Tamil Nadu,KARUR,2019,Summer,134.12307692307692,25.69542081294355,Low,1559.05,2747.13,1.762,Millet,synthetic_prototype
Tamil Nadu,KARUR,2019,Summer,134.12307692307692,25.69542081294355,Low,1004.62,4371.3,4.351,Maize,synthetic_prototype
Tamil Nadu,KRISHNAGIRI,2019,Kharif,330.9059829059829,27.765414212580644,Medium,1775.69,4904.23,2.762,Millet,synthetic_prototype
Tamil Nadu,KRISHNAGIRI,2019,Kharif,330.9059829059829,27.765414212580644,Medium,3346.62,6555.37,1.959,Soybean,synthetic_prototype
Tamil Nadu,KRISHNAGIRI,2019,Kharif,330.9059829059829,27.765414212580644,Medium,2372.1,9660.04,4.072,Maize,synthetic_prototype
Tamil Nadu,KRISHNAGIRI,2019,Kharif,330.9059829059829,27.765414212580644,Medium,5503.35,18160.54,3.3,Rice,synthetic_prototype
Tamil Nadu,KRISHNAGIRI,2019,Rabi,438.4777777777779,27.765414212580644,Medium,8328.1,42017.07,5.045,Rice,synthetic_prototype
Tamil Nadu,KRISHNAGIRI,2019,Rabi,438.4777777777779,27.765414212580644,Medium,3212.74,3521.39,1.096,Pulses,synthetic_prototype
Tamil Nadu,KRISHNAGIRI,2019,Rabi,438.4777777777779,27.765414212580644,Medium,835.87,1788.51,2.14,Wheat,synthetic_prototype
Tamil Nadu,KRISHNAGIRI,2019,Rabi,438.4777777777779,27.765414212580644,Medium,1262.49,1487.39,1.178,Mustard,synthetic_prototype
Tamil Nadu,KRISHNAGIRI,2019,Summer,134.12307692307692,27.765414212580644,Medium,5439.71,24643.75,4.53,Rice,synthetic_prototype
Tamil Nadu,KRISHNAGIRI,2019,Summer,134.12307692307692,27.765414212580644,Medium,704.41,1739.27,2.469,Millet,synthetic_prototype
Tamil Nadu,KRISHNAGIRI,2019,Summer,134.12307692307692,27.765414212580644,Medium,1229.34,6106.41,4.967,Maize,synthetic_prototype
Tamil Nadu,MADURAI,2019,Kharif,330.9059829059829,32.49706241748,High,3211.08,17032.52,5.304,Maize,synthetic_prototype
Tamil Nadu,MADURAI,2019,Kharif,330.9059829059829,32.49706241748,High,7807.86,27470.19,3.518,Rice,synthetic_prototype
Tamil Nadu,MADURAI,2019,Kharif,330.9059829059829,32.49706241748,High,4010.03,10565.52,2.635,Millet,synthetic_prototype
Tamil Nadu,MADURAI,2019,Kharif,330.9059829059829,32.49706241748,High,1099.22,2340.58,2.129,Cotton,synthetic_prototype
Tamil Nadu,MADURAI,2019,Rabi,438.4777777777779,32.49706241748,High,2134.96,2546.2,1.193,Mustard,synthetic_prototype
Tamil Nadu,MADURAI,2019,Rabi,438.4777777777779,32.49706241748,High,7185.22,27605.09,3.842,Rice,synthetic_prototype
Tamil Nadu,MADURAI,2019,Rabi,438.4777777777779,32.49706241748,High,3469.56,4053.45,1.168,Pulses,synthetic_prototype
Tamil Nadu,MADURAI,2019,Rabi,438.4777777777779,32.49706241748,High,2106.01,9344.86,4.437,Maize,synthetic_prototype
Tamil Nadu,MADURAI,2019,Summer,134.12307692307692,32.49706241748,High,3030.6,14702.88,4.851,Maize,synthetic_prototype
Tamil Nadu,MADURAI,2019,Summer,134.12307692307692,32.49706241748,High,3762.85,11950.22,3.176,Rice,synthetic_prototype
Tamil Nadu,MADURAI,2019,Summer,134.12307692307692,32.49706241748,High,2677.77,4562.64,1.704,Groundnut,synthetic_prototype
Tamil Nadu,MAYILADUTHURAI,2019,Kharif,330.9059829059829,,Unknown,4835.25,9782.34,2.023,Cotton,synthetic_prototype
Tamil Nadu,MAYILADUTHURAI,2019,Kharif,330.9059829059829,,Unknown,1853.85,7843.07,4.231,Maize,synthetic_prototype
Tamil Nadu,MAYILADUTHURAI,2019,Kharif,330.9059829059829,,Unknown,5151.4,11071.75,2.149,Groundnut,synthetic_prototype
Tamil Nadu,MAYILADUTHURAI,2019,Kharif,330.9059829059829,,Unknown,4793.44,18882.92,3.939,Rice,synthetic_prototype
Tamil Nadu,MAYILADUTHURAI,2019,Rabi,438.4777777777779,,Unknown,3571.96,18670.94,5.227,Maize,synthetic_prototype
Tamil Nadu,MAYILADUTHURAI,2019,Rabi,438.4777777777779,,Unknown,3588.29,16787.4,4.678,Rice,synthetic_prototype
Tamil Nadu,MAYILADUTHURAI,2019,Rabi,438.4777777777779,,Unknown,2286.5,4848.52,2.121,Groundnut,synthetic_prototype
Tamil Nadu,MAYILADUTHURAI,2019,Rabi,438.4777777777779,,Unknown,1119.05,2502.83,2.237,Wheat,synthetic_prototype
Tamil Nadu,MAYILADUTHURAI,2019,Summer,134.12307692307692,,Unknown,707.51,1198.83,1.694,Millet,synthetic_prototype
Tamil Nadu,MAYILADUTHURAI,2019,Summer,134.12307692307692,,Unknown,1554.84,7294.61,4.692,Maize,synthetic_prototype
Tamil Nadu,MAYILADUTHURAI,2019,Summer,134.12307692307692,,Unknown,6213.3,23811.6,3.832,Rice,synthetic_prototype
Tamil Nadu,NAGAPATTINAM,2019,Kharif,330.9059829059829,,Unknown,11803.86,45403.97,3.847,Rice,synthetic_prototype
Tamil Nadu,NAGAPATTINAM,2019,Kharif,330.9059829059829,,Unknown,1223.79,2266.85,1.852,Soybean,synthetic_prototype
Tamil Nadu,NAGAPATTINAM,2019,Kharif,330.9059829059829,,Unknown,1138.66,1810.25,1.59,Cotton,synthetic_prototype
Tamil Nadu,NAGAPATTINAM,2019,Kharif,330.9059829059829,,Unknown,4114.54,8899.43,2.163,Groundnut,synthetic_prototype
Tamil Nadu,NAGAPATTINAM,2019,Rabi,438.4777777777779,,Unknown,2009.46,2353.4,1.171,Mustard,synthetic_prototype
Tamil Nadu,NAGAPATTINAM,2019,Rabi,438.4777777777779,,Unknown,1506.02,3063.26,2.034,Groundnut,synthetic_prototype
Tamil Nadu,NAGAPATTINAM,2019,Rabi,438.4777777777779,,Unknown,3369.02,3264.71,0.969,Pulses,synthetic_prototype
Tamil Nadu,NAGAPATTINAM,2019,Rabi,438.4777777777779,,Unknown,5853.52,21206.98,3.623,Rice,synthetic_prototype
Tamil Nadu,NAGAPATTINAM,2019,Summer,134.12307692307692,,Unknown,3970.44,15283.86,3.849,Maize,synthetic_prototype
Tamil Nadu,NAGAPATTINAM,2019,Summer,134.12307692307692,,Unknown,3319.55,10789.96,3.25,Rice,synthetic_prototype
Tamil Nadu,NAGAPATTINAM,2019,Summer,134.12307692307692,,Unknown,749.14,1370.08,1.829,Millet,synthetic_prototype
Tamil Nadu,NAMAKKAL,2019,Kharif,330.9059829059829,25.152302552862903,Low,4250.42,8452.14,1.989,Groundnut,synthetic_prototype
